question,p,human_fraction,outcome,latency_s
toxicity,0.19,0.0,0,0.961
insult,0.29,0.0,0,0.961
threat,0.02,0.0,0,0.961
obscene,0.04,0.0,0,0.961
toxicity,0.03,0.0,0,0.877
insult,0.01,0.0,0,0.877
threat,0.01,0.0,0,0.877
obscene,0.01,0.0,0,0.877
toxicity,0.21,0.0,0,0.866
insult,0.69,0.0,0,0.866
threat,0.02,0.0,0,0.866
obscene,0.12,0.0,0,0.866
toxicity,0.54,0.0,0,0.913
insult,0.25,0.0,0,0.913
threat,0.02,0.0,0,0.913
obscene,0.02,0.0,0,0.913
toxicity,0.03,0.0,0,0.958
insult,0.01,0.0,0,0.958
threat,0.01,0.0,0,0.958
obscene,0.01,0.0,0,0.958
toxicity,0.18,0.4000000059604645,0,0.883
insult,0.25,0.4000000059604645,0,0.883
threat,0.03,0.0,0,0.883
obscene,0.07,0.30000001192092896,0,0.883
toxicity,0.21,0.0,0,0.896
insult,0.15,0.0,0,0.896
threat,0.01,0.0,0,0.896
obscene,0.03,0.0,0,0.896
toxicity,0.11,0.0,0,1.207
insult,0.08,0.0,0,1.207
threat,0.01,0.0,0,1.207
obscene,0.03,0.0,0,1.207
toxicity,0.3,0.20000000298023224,0,0.901
insult,0.31,0.0,0,0.901
threat,0.01,0.0,0,0.901
obscene,0.03,0.0,0,0.901
toxicity,0.82,0.5633803009986877,1,0.895
insult,0.69,0.5492957830429077,1,0.895
threat,0.02,0.0,0,0.895
obscene,0.03,0.0,0,0.895
toxicity,0.35,0.0,0,1.034
insult,0.26,0.0,0,1.034
threat,0.01,0.0,0,1.034
obscene,0.03,0.0,0,1.034
toxicity,0.26,0.0,0,0.927
insult,0.14,0.0,0,0.927
threat,0.01,0.0,0,0.927
obscene,0.02,0.0,0,0.927
toxicity,0.78,0.1666666716337204,0,0.922
insult,0.42,0.0,0,0.922
threat,0.58,0.1666666716337204,0,0.922
obscene,0.04,0.0,0,0.922
toxicity,0.04,0.0,0,0.95
insult,0.02,0.0,0,0.95
threat,0.01,0.0,0,0.95
obscene,0.01,0.0,0,0.95
toxicity,0.74,0.0,0,1.008
insult,0.87,0.0,0,1.008
threat,0.03,0.0,0,1.008
obscene,0.03,0.0,0,1.008
toxicity,0.15,0.0,0,0.929
insult,0.1,0.0,0,0.929
threat,0.03,0.0,0,0.929
obscene,0.02,0.0,0,0.929
toxicity,0.61,0.5,1,0.982
insult,0.5,0.0,0,0.982
threat,0.07,0.10000000149011612,0,0.982
obscene,0.02,0.0,0,0.982
toxicity,0.08,0.0,0,0.977
insult,0.07,0.0,0,0.977
threat,0.01,0.0,0,0.977
obscene,0.02,0.0,0,0.977
toxicity,0.13,0.0,0,0.991
insult,0.07,0.0,0,0.991
threat,0.01,0.0,0,0.991
obscene,0.02,0.0,0,0.991
toxicity,0.83,0.20000000298023224,0,1.055
insult,0.79,0.20000000298023224,0,1.055
threat,0.02,0.0,0,1.055
obscene,0.03,0.0,0,1.055
toxicity,0.35,0.0,0,0.941
insult,0.57,0.0,0,0.941
threat,0.01,0.0,0,0.941
obscene,0.03,0.0,0,0.941
toxicity,0.42,0.0,0,0.937
insult,0.76,0.0,0,0.937
threat,0.03,0.0,0,0.937
obscene,0.72,0.0,0,0.937
toxicity,0.24,0.0,0,0.893
insult,0.37,0.0,0,0.893
threat,0.02,0.0,0,0.893
obscene,0.02,0.0,0,0.893
toxicity,0.14,0.0,0,0.876
insult,0.09,0.0,0,0.876
threat,0.02,0.0,0,0.876
obscene,0.03,0.0,0,0.876
toxicity,0.17,0.20000000298023224,0,0.951
insult,0.05,0.0,0,0.951
threat,0.18,0.0,0,0.951
obscene,0.03,0.0,0,0.951
