question,p,human_fraction,outcome,latency_s
toxicity,0.3,0.0,0,0.936
insult,0.4,0.0,0,0.936
threat,0.03,0.0,0,0.936
obscene,0.05,0.0,0,0.936
toxicity,0.04,0.0,0,0.876
insult,0.02,0.0,0,0.876
threat,0.01,0.0,0,0.876
obscene,0.02,0.0,0,0.876
toxicity,0.05,0.0,0,0.997
insult,0.02,0.0,0,0.997
threat,0.01,0.0,0,0.997
obscene,0.02,0.0,0,0.997
toxicity,0.3,0.4000000059604645,0,0.892
insult,0.36,0.4000000059604645,0,0.892
threat,0.04,0.0,0,0.892
obscene,0.09,0.30000001192092896,0,0.892
toxicity,0.34,0.0,0,0.946
insult,0.59,0.0,0,0.946
threat,0.03,0.0,0,0.946
obscene,0.13,0.0,0,0.946
toxicity,0.57,0.0,0,0.996
insult,0.58,0.0,0,0.996
threat,0.03,0.0,0,0.996
obscene,0.03,0.0,0,0.996
toxicity,0.13,0.0,0,1.295
insult,0.17,0.0,0,1.295
threat,0.01,0.0,0,1.295
obscene,0.04,0.0,0,1.295
toxicity,0.3,0.0,0,0.962
insult,0.19,0.0,0,0.962
threat,0.02,0.0,0,0.962
obscene,0.04,0.0,0,0.962
toxicity,0.49,0.0,0,0.978
insult,0.47,0.0,0,0.978
threat,0.02,0.0,0,0.978
obscene,0.04,0.0,0,0.978
toxicity,0.31,0.0,0,0.864
insult,0.22,0.0,0,0.864
threat,0.02,0.0,0,0.864
obscene,0.03,0.0,0,0.864
toxicity,0.56,0.20000000298023224,0,0.945
insult,0.44,0.0,0,0.945
threat,0.02,0.0,0,0.945
obscene,0.04,0.0,0,0.945
toxicity,0.79,0.5633803009986877,1,0.95
insult,0.88,0.5492957830429077,1,0.95
threat,0.02,0.0,0,0.95
obscene,0.04,0.0,0,0.95
toxicity,0.06,0.0,0,0.914
insult,0.02,0.0,0,0.914
threat,0.01,0.0,0,0.914
obscene,0.02,0.0,0,0.914
toxicity,0.81,0.0,0,0.893
insult,0.9,0.0,0,0.893
threat,0.03,0.0,0,0.893
obscene,0.03,0.0,0,0.893
toxicity,0.75,0.5,1,0.967
insult,0.66,0.0,0,0.967
threat,0.07,0.10000000149011612,0,0.967
obscene,0.03,0.0,0,0.967
toxicity,0.21,0.0,0,0.862
insult,0.1,0.0,0,0.862
threat,0.02,0.0,0,0.862
obscene,0.03,0.0,0,0.862
toxicity,0.21,0.0,0,1.174
insult,0.14,0.0,0,1.174
threat,0.04,0.0,0,1.174
obscene,0.04,0.0,0,1.174
toxicity,0.37,0.0,0,0.865
insult,0.79,0.0,0,0.865
threat,0.02,0.0,0,0.865
obscene,0.05,0.0,0,0.865
toxicity,0.8,0.20000000298023224,0,0.935
insult,0.9,0.20000000298023224,0,0.935
threat,0.02,0.0,0,0.935
obscene,0.04,0.0,0,0.935
toxicity,0.8,0.1666666716337204,0,2.166
insult,0.79,0.0,0,2.166
threat,0.83,0.1666666716337204,0,2.166
obscene,0.06,0.0,0,2.166
toxicity,0.11,0.0,0,1.34
insult,0.14,0.0,0,1.34
threat,0.01,0.0,0,1.34
obscene,0.02,0.0,0,1.34
toxicity,0.2,0.20000000298023224,0,0.935
insult,0.09,0.0,0,0.935
threat,0.2,0.0,0,0.935
obscene,0.06,0.0,0,0.935
toxicity,0.34,0.0,0,0.899
insult,0.51,0.0,0,0.899
threat,0.02,0.0,0,0.899
obscene,0.03,0.0,0,0.899
toxicity,0.21,0.0,0,0.923
insult,0.12,0.0,0,0.923
threat,0.02,0.0,0,0.923
obscene,0.06,0.0,0,0.923
toxicity,0.61,0.0,0,2.496
insult,0.74,0.0,0,2.496
threat,0.04,0.0,0,2.496
obscene,0.7,0.0,0,2.496
