question,p,human_fraction,outcome,latency_s
obscene,0.05,0.10000000149011612,0,0.932
toxicity,0.76,0.550000011920929,1,0.98
insult,0.76,0.2874999940395355,0,0.98
threat,0.04,0.07500000298023224,0,0.98
obscene,0.05,0.02500000037252903,0,0.98
toxicity,0.23,0.20000000298023224,0,0.959
insult,0.36,0.20000000298023224,0,0.959
threat,0.03,0.0,0,0.959
obscene,0.04,0.0,0,0.959
toxicity,0.32,0.4000000059604645,0,0.954
insult,0.41,0.4000000059604645,0,0.954
threat,0.02,0.0,0,0.954
obscene,0.12,0.0,0,0.954
toxicity,0.57,0.8055555820465088,1,0.926
insult,0.91,0.7638888955116272,1,0.926
threat,0.03,0.013888888992369175,0,0.926
obscene,0.24,0.1805555522441864,0,0.926
toxicity,0.42,0.4000000059604645,0,0.932
insult,0.35,0.20000000298023224,0,0.932
threat,0.02,0.0,0,0.932
obscene,0.06,0.0,0,0.932
toxicity,0.61,0.1666666716337204,0,1.091
insult,0.87,0.1666666716337204,0,1.091
threat,0.11,0.0,0,1.091
obscene,0.04,0.0,0,1.091
toxicity,0.94,0.699999988079071,1,0.917
insult,0.98,0.699999988079071,1,0.917
threat,0.03,0.0,0,0.917
obscene,0.07,0.0,0,0.917
toxicity,0.78,0.4000000059604645,0,1.008
insult,0.91,0.4000000059604645,0,1.008
threat,0.17,0.0,0,1.008
obscene,0.13,0.0,0,1.008
toxicity,0.51,0.7846153974533081,1,0.915
insult,0.93,0.800000011920929,1,0.915
threat,0.03,0.0,0,0.915
obscene,0.04,0.10769230872392654,0,0.915
toxicity,0.75,0.8333333134651184,1,1.022
insult,0.96,0.8333333134651184,1,1.022
threat,0.03,0.1666666716337204,0,1.022
obscene,0.35,0.1666666716337204,0,1.022
toxicity,0.14,0.0,0,0.963
insult,0.11,0.0,0,0.963
threat,0.01,0.0,0,0.963
obscene,0.03,0.0,0,0.963
toxicity,0.77,0.8510638475418091,1,0.895
insult,0.94,0.8723404407501221,1,0.895
threat,0.12,0.0,0,0.895
obscene,0.08,0.042553190141916275,0,0.895
toxicity,0.89,0.30000001192092896,0,0.958
insult,0.81,0.20000000298023224,0,0.958
threat,0.04,0.0,0,0.958
obscene,0.04,0.0,0,0.958
toxicity,0.81,0.4000000059604645,0,0.978
insult,0.59,0.10000000149011612,0,0.978
threat,0.06,0.0,0,0.978
obscene,0.34,0.10000000149011612,0,0.978
toxicity,0.44,0.0,0,0.917
insult,0.1,0.0,0,0.917
threat,0.02,0.0,0,0.917
obscene,0.04,0.0,0,0.917
toxicity,0.67,0.675000011920929,1,1.043
insult,0.85,0.625,1,1.043
threat,0.29,0.07500000298023224,0,1.043
obscene,0.05,0.0625,0,1.043
toxicity,0.36,0.1666666716337204,0,0.894
insult,0.33,0.1666666716337204,0,0.894
threat,0.03,0.1666666716337204,0,0.894
obscene,0.05,0.0,0,0.894
toxicity,0.35,0.5,1,0.971
insult,0.29,0.20000000298023224,0,0.971
threat,0.03,0.0,0,0.971
obscene,0.03,0.0,0,0.971
toxicity,0.47,0.20000000298023224,0,0.928
insult,0.81,0.20000000298023224,0,0.928
threat,0.06,0.0,0,0.928
obscene,0.04,0.0,0,0.928
toxicity,0.69,0.7142857313156128,1,0.977
insult,0.85,0.48571428656578064,0,0.977
threat,0.05,0.0,0,0.977
obscene,0.21,0.5857142806053162,1,0.977
toxicity,0.91,0.7285714149475098,1,0.969
insult,0.98,0.6857143044471741,1,0.969
threat,0.05,0.014285714365541935,0,0.969
obscene,0.93,0.5428571701049805,1,0.969
toxicity,0.73,0.20000000298023224,0,1.032
insult,0.93,0.0,0,1.032
threat,0.02,0.0,0,1.032
obscene,0.09,0.0,0,1.032
toxicity,0.54,0.20000000298023224,0,0.929
insult,0.86,0.20000000298023224,0,0.929
threat,0.02,0.0,0,0.929
obscene,0.06,0.0,0,0.929
toxicity,0.71,0.5,1,0.971
insult,0.84,0.5,1,0.971
threat,0.04,0.0,0,0.971
obscene,0.22,0.20000000298023224,0,0.971
toxicity,0.28,0.30000001192092896,0,0.943
insult,0.71,0.20000000298023224,0,0.943
threat,0.02,0.0,0,0.943
obscene,0.17,0.0,0,0.943
toxicity,0.81,0.6666666865348816,1,0.903
insult,0.94,0.45679011940956116,0,0.903
threat,0.04,0.0,0,0.903
obscene,0.15,0.4197530746459961,0,0.903
toxicity,0.3,0.0,0,0.934
insult,0.16,0.0,0,0.934
threat,0.02,0.0,0,0.934
obscene,0.03,0.0,0,0.934
toxicity,0.8,0.5641025900840759,1,0.976
insult,0.89,0.5769230723381042,1,0.976
threat,0.03,0.012820512987673283,0,0.976
obscene,0.1,0.025641025975346565,0,0.976
toxicity,0.55,0.5,1,0.918
insult,0.57,0.5,1,0.918
threat,0.03,0.0,0,0.918
obscene,0.06,0.0,0,0.918
toxicity,0.14,0.0,0,0.948
insult,0.04,0.0,0,0.948
threat,0.02,0.0,0,0.948
obscene,0.02,0.0,0,0.948
toxicity,0.12,0.20000000298023224,0,0.954
insult,0.22,0.20000000298023224,0,0.954
threat,0.01,0.0,0,0.954
obscene,0.02,0.0,0,0.954
toxicity,0.37,0.1666666716337204,0,0.925
insult,0.69,0.1666666716337204,0,0.925
threat,0.02,0.0,0,0.925
obscene,0.03,0.0,0,0.925
toxicity,0.7,0.0,0,0.921
insult,0.83,0.0,0,0.921
threat,0.09,0.0,0,0.921
obscene,0.08,0.0,0,0.921
toxicity,0.38,0.0,0,0.962
insult,0.53,0.0,0,0.962
threat,0.07,0.0,0,0.962
obscene,0.05,0.0,0,0.962
toxicity,0.75,0.6000000238418579,1,0.93
insult,0.95,0.6000000238418579,1,0.93
threat,0.03,0.0,0,0.93
obscene,0.17,0.20000000298023224,0,0.93
toxicity,0.41,0.30000001192092896,0,0.952
insult,0.24,0.30000001192092896,0,0.952
threat,0.02,0.0,0,0.952
obscene,0.1,0.10000000149011612,0,0.952
toxicity,0.14,0.0,0,0.958
insult,0.07,0.0,0,0.958
threat,0.04,0.0,0,0.958
obscene,0.03,0.0,0,0.958
toxicity,0.32,0.699999988079071,1,0.956
insult,0.82,0.699999988079071,1,0.956
threat,0.02,0.0,0,0.956
obscene,0.03,0.0,0,0.956
toxicity,0.9,0.4000000059604645,0,0.971
insult,0.97,0.4000000059604645,0,0.971
threat,0.03,0.0,0,0.971
obscene,0.07,0.0,0,0.971
toxicity,0.94,0.8333333134651184,1,0.993
insult,0.98,0.8333333134651184,1,0.993
threat,0.04,0.0,0,0.993
obscene,0.17,0.1666666716337204,0,0.993
toxicity,0.73,0.8500000238418579,1,0.897
insult,0.35,0.3499999940395355,0,0.897
threat,0.14,0.03750000149011612,0,0.897
obscene,0.45,0.3375000059604645,0,0.897
toxicity,0.67,0.5,1,0.946
insult,0.88,0.5,1,0.946
threat,0.03,0.0,0,0.946
obscene,0.04,0.0,0,0.946
toxicity,0.24,0.0,0,0.978
insult,0.1,0.0,0,0.978
threat,0.01,0.0,0,0.978
obscene,0.02,0.0,0,0.978
toxicity,0.86,0.7142857313156128,1,0.93
insult,0.95,0.5571428537368774,1,0.93
threat,0.04,0.10000000149011612,0,0.93
obscene,0.89,0.5,1,0.93
toxicity,0.41,0.1666666716337204,0,0.884
insult,0.42,0.1666666716337204,0,0.884
threat,0.02,0.1666666716337204,0,0.884
obscene,0.02,0.0,0,0.884
toxicity,0.77,0.4000000059604645,0,0.9
insult,0.95,0.4000000059604645,0,0.9
threat,0.03,0.0,0,0.9
obscene,0.06,0.0,0,0.9
toxicity,0.75,0.6000000238418579,1,0.987
insult,0.92,0.6000000238418579,1,0.987
threat,0.02,0.0,0,0.987
obscene,0.05,0.0,0,0.987
toxicity,0.53,0.0,0,0.949
insult,0.77,0.0,0,0.949
threat,0.03,0.0,0,0.949
obscene,0.05,0.0,0,0.949
toxicity,0.86,0.30000001192092896,0,1.108
insult,0.83,0.10000000149011612,0,1.108
threat,0.09,0.0,0,1.108
obscene,0.06,0.0,0,1.108
toxicity,0.25,0.0,0,0.925
insult,0.29,0.0,0,0.925
threat,0.01,0.0,0,0.925
obscene,0.02,0.0,0,0.925
toxicity,0.62,0.8142856955528259,1,0.941
insult,0.5,0.7428571581840515,1,0.941
threat,0.03,0.014285714365541935,0,0.941
obscene,0.07,0.18571428954601288,0,0.941
